from,to,kind,evidence,confidence
apps/server/src/app.module.ts,apps/server/src/modules/helpdesk/helpdesk.module.ts,imports,./modules/helpdesk/helpdesk.module,high
apps/server/src/app.module.ts,apps/server/src/modules/expenses/expenses.module.ts,imports,./modules/expenses/expenses.module,high
apps/server/src/app.module.ts,apps/server/src/modules/finance/finance.module.ts,imports,./modules/finance/finance.module,high
apps/server/src/app.module.ts,apps/server/src/modules/continental-ops/continental-ops.module.ts,imports,./modules/continental-ops/continental-ops.module,high
apps/server/src/app.module.ts,apps/server/src/modules/reports/reports.module.ts,imports,./modules/reports/reports.module,high
apps/server/src/app.module.ts,apps/server/src/modules/email-marketing/email-marketing.module.ts,imports,./modules/email-marketing/email-marketing.module,high
apps/server/src/app.module.ts,apps/server/src/modules/lead-forms/lead-forms.module.ts,imports,./modules/lead-forms/lead-forms.module,high
apps/server/src/app.module.ts,apps/server/src/modules/templates/templates.module.ts,imports,./modules/templates/templates.module,high
apps/server/src/app.module.ts,apps/server/src/modules/education/education.module.ts,imports,./modules/education/education.module,high
apps/server/src/app.module.ts,apps/server/src/modules/community/community.module.ts,imports,./modules/community/community.module,high
apps/server/src/app.module.ts,apps/server/src/modules/marketplace/marketplace.module.ts,imports,./modules/marketplace/marketplace.module,high
apps/server/src/app.module.ts,apps/server/src/modules/procurement/procurement.module.ts,imports,./modules/procurement/procurement.module,high
apps/server/src/app.module.ts,apps/server/src/modules/supplier/supplier.module.ts,imports,./modules/supplier/supplier.module,high
apps/server/src/app.module.ts,apps/server/src/modules/structure/structure.module.ts,imports,./modules/structure/structure.module,high
apps/server/src/app.module.ts,apps/server/src/modules/momentum/momentum.module.ts,imports,./modules/momentum/momentum.module,high
apps/server/src/app.module.ts,apps/server/src/core/seed/seed.module.ts,imports,./core/seed/seed.module,high
apps/server/src/app.module.ts,apps/server/src/modules/onboarding-concierge/onboarding-concierge.module.ts,imports,./modules/onboarding-concierge/onboarding-concierge.module,high
apps/server/src/app.module.ts,apps/server/src/modules/documents/documents.module.ts,imports,./modules/documents/documents.module,high
apps/server/src/app.module.ts,apps/server/src/modules/google-drive/google-drive.module.ts,imports,./modules/google-drive/google-drive.module,high
apps/server/src/app.module.ts,apps/server/src/modules/diagnostics/diagnostics.module.ts,imports,./modules/diagnostics/diagnostics.module,high
apps/server/src/app.module.ts,apps/server/src/modules/communications/communications.module.ts,imports,./modules/communications/communications.module,high
apps/server/src/app.module.ts,apps/server/src/modules/whatsapp/whatsapp.module.ts,imports,./modules/whatsapp/whatsapp.module,high
apps/server/src/app.module.ts,apps/server/src/modules/slack/slack.module.ts,imports,./modules/slack/slack.module,high
apps/server/src/app.module.ts,apps/server/src/modules/shopify/shopify.module.ts,imports,./modules/shopify/shopify.module,high
apps/server/src/app.module.ts,apps/server/src/core/sentry/sentry.module.ts,imports,./core/sentry/sentry.module,high
apps/server/src/app.module.ts,apps/server/src/core/observability/observability.module.ts,imports,./core/observability/observability.module,high
apps/server/src/app.module.ts,apps/server/src/core/growthbook/growthbook.module.ts,imports,./core/growthbook/growthbook.module,high
apps/server/src/app.module.ts,apps/server/src/core/connectors/connector.module.ts,imports,./core/connectors/connector.module,high
apps/server/src/app.module.ts,apps/server/src/modules/keyflow-command/keyflow-command.module.ts,imports,./modules/keyflow-command/keyflow-command.module,high
apps/server/src/app.module.ts,apps/server/src/modules/connect/connect.module.ts,imports,./modules/connect/connect.module,high
apps/server/src/app.module.ts,apps/server/src/modules/seo/seo.module.ts,imports,./modules/seo/seo.module,high
apps/server/src/app.module.ts,apps/server/src/modules/growth-intelligence/growth-intelligence.module.ts,imports,./modules/growth-intelligence/growth-intelligence.module,high
apps/server/src/app.module.ts,apps/server/src/modules/feature-flags/feature-flags.module.ts,imports,./modules/feature-flags/feature-flags.module,high
apps/server/src/app.module.ts,apps/server/src/modules/blueprint/blueprint.module.ts,imports,./modules/blueprint/blueprint.module,high
apps/server/src/app.module.ts,apps/server/src/modules/business-genesis/business-genesis.module.ts,imports,./modules/business-genesis/business-genesis.module,high
apps/server/src/app.module.ts,apps/server/src/modules/business-assets/business-assets.module.ts,imports,./modules/business-assets/business-assets.module,high
apps/server/src/app.module.ts,apps/server/src/modules/calendar/calendar.module.ts,imports,./modules/calendar/calendar.module,high
apps/server/src/app.module.ts,apps/server/src/modules/public-events/public-events.module.ts,imports,./modules/public-events/public-events.module,high
apps/server/src/app.module.ts,apps/server/src/modules/directory/directory.module.ts,imports,./modules/directory/directory.module,high
apps/server/src/app.module.ts,apps/server/src/modules/admin-auth/admin-auth.module.ts,imports,./modules/admin-auth/admin-auth.module,high
apps/server/src/app.module.ts,apps/server/src/modules/assets/asset.module.ts,imports,./modules/assets/asset.module,high
apps/server/src/app.module.ts,apps/server/src/modules/call-tasks/call-task.module.ts,imports,./modules/call-tasks/call-task.module,high
apps/server/src/app.module.ts,apps/server/src/modules/time-tracking/time-tracking.module.ts,imports,./modules/time-tracking/time-tracking.module,high
apps/server/src/app.module.ts,apps/server/src/modules/retainers/retainer.module.ts,imports,./modules/retainers/retainer.module,high
apps/server/src/app.module.ts,apps/server/src/modules/portal/portal.module.ts,imports,./modules/portal/portal.module,high
apps/server/src/app.module.ts,apps/server/src/modules/change-orders/change-order.module.ts,imports,./modules/change-orders/change-order.module,high
apps/server/src/app.module.ts,apps/server/src/modules/command/command.module.ts,imports,./modules/command/command.module,high
apps/server/src/app.module.ts,apps/server/src/modules/os/os.module.ts,imports,./modules/os/os.module,high
apps/server/src/app.module.ts,apps/server/src/modules/governance/governance.module.ts,imports,./modules/governance/governance.module,high
apps/server/src/app.module.ts,apps/server/src/modules/temporal/temporal.module.ts,imports,./modules/temporal/temporal.module,high
apps/server/src/app.module.ts,apps/server/src/modules/temporal-flow/temporal-flow.module.ts,imports,./modules/temporal-flow/temporal-flow.module,high
apps/server/src/app.module.ts,apps/server/src/modules/flow-signal/flow-signal.module.ts,imports,./modules/flow-signal/flow-signal.module,high
apps/server/src/app.module.ts,apps/server/src/modules/business-genome/business-genome.module.ts,imports,./modules/business-genome/business-genome.module,high
apps/server/src/app.module.ts,apps/server/src/modules/people-flow/people-flow.module.ts,imports,./modules/people-flow/people-flow.module,high
apps/server/src/app.module.ts,apps/server/src/modules/sop/sop.module.ts,imports,./modules/sop/sop.module,high
apps/server/src/app.module.ts,apps/server/src/modules/marketing/marketing.module.ts,imports,./modules/marketing/marketing.module,high
apps/server/src/app.module.ts,apps/server/src/modules/intelligence/intelligence.module.ts,imports,./modules/intelligence/intelligence.module,high
apps/server/src/app.module.ts,apps/server/src/modules/key-autonomy/key-autonomy.module.ts,imports,./modules/key-autonomy/key-autonomy.module,high
apps/server/src/app.module.ts,apps/server/src/modules/business-command-center/business-command-center.module.ts,imports,./modules/business-command-center/business-command-center.module,high
apps/server/src/app.module.ts,apps/server/src/modules/business-genome/document-pack/genome-document-pack.module.ts,imports,./modules/business-genome/document-pack/genome-document-pack.module,high
apps/server/src/app.module.ts,apps/server/src/modules/integration-hub/integration-hub.module.ts,imports,./modules/integration-hub/integration-hub.module,high
apps/server/src/app.module.ts,apps/server/src/modules/product-analytics/product-analytics.module.ts,imports,./modules/product-analytics/product-analytics.module,high
apps/server/src/app.module.ts,apps/server/src/modules/admin-analytics/admin-analytics.module.ts,imports,./modules/admin-analytics/admin-analytics.module,high
apps/server/src/app.module.ts,apps/server/src/modules/analytics/analytics.module.ts,imports,./modules/analytics/analytics.module,high
apps/server/src/app.module.ts,apps/server/src/modules/device/device.module.ts,imports,./modules/device/device.module,high
apps/server/src/app.module.ts,apps/server/src/modules/realtime/realtime.module.ts,imports,./modules/realtime/realtime.module,high
apps/server/src/app.module.ts,apps/server/src/modules/admin-platform/admin-platform.module.ts,imports,./modules/admin-platform/admin-platform.module,high
apps/server/src/app.module.ts,apps/server/src/modules/trash/trash.module.ts,imports,./modules/trash/trash.module,high
apps/server/src/app.module.ts,apps/server/src/modules/push-notifications/push-notification.module.ts,imports,./modules/push-notifications/push-notification.module,high
apps/server/src/app.module.ts,apps/server/src/modules/security-audit/security-audit.module.ts,imports,./modules/security-audit/security-audit.module,high
apps/server/src/app.module.ts,apps/server/src/modules/ingestion/ingestion.module.ts,imports,./modules/ingestion/ingestion.module,high
apps/server/src/app.module.ts,apps/server/src/modules/key-inbox/key-inbox.module.ts,imports,./modules/key-inbox/key-inbox.module,high
apps/server/src/app.module.ts,apps/server/src/modules/contracts/contracts.module.ts,imports,./modules/contracts/contracts.module,high
apps/server/src/app.module.ts,apps/server/src/modules/key-cortex/key-cortex.module.ts,imports,./modules/key-cortex/key-cortex.module,high
apps/server/src/app.module.ts,apps/server/src/modules/keystore/keystore.module.ts,imports,./modules/keystore/keystore.module,high
apps/server/src/app.module.ts,apps/server/src/modules/key-connector/key-connector.module.ts,imports,./modules/key-connector/key-connector.module,high
apps/server/src/app.module.ts,apps/server/src/modules/phone-voice/phone-voice.module.ts,imports,./modules/phone-voice/phone-voice.module,high
apps/server/src/app.module.ts,apps/server/src/modules/voice/voice.module.ts,imports,./modules/voice/voice.module,high
apps/server/src/app.module.ts,apps/server/src/modules/livekit/livekit.module.ts,imports,./modules/livekit/livekit.module,high
apps/server/src/app.module.ts,apps/server/src/modules/chatwoot/chatwoot.module.ts,imports,./modules/chatwoot/chatwoot.module,high
apps/server/src/app.module.ts,apps/server/src/modules/capabilities/capabilities.module.ts,imports,./modules/capabilities/capabilities.module,high
apps/server/src/app.module.ts,apps/server/src/modules/risc/risc.module.ts,imports,./modules/risc/risc.module,high
apps/server/src/app.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/core/auth/admin-token.util.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/auth/admin-token.util.spec.ts,apps/server/src/core/auth/admin-token.util.ts,imports,./admin-token.util,high
apps/server/src/core/auth/admin-token.util.ts,crypto,imports-external,crypto,high
apps/server/src/core/auth/admin-token.util.ts,ioredis,imports-external,ioredis,high
apps/server/src/core/auth/admin.guard.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/core/auth/auth.guard.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/core/auth/auth.middleware.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/auth/auth.middleware.spec.ts,express,imports-external,express,high
apps/server/src/core/auth/auth.middleware.spec.ts,apps/server/src/core/auth/auth.middleware.ts,imports,./auth.middleware,high
apps/server/src/core/auth/auth.middleware.spec.ts,model:user,reads-model,user.findUnique(),high
apps/server/src/core/auth/auth.middleware.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/core/auth/auth.middleware.ts,express,imports-external,express,high
apps/server/src/core/auth/auth.middleware.ts,apps/server/src/core/auth/supabase-auth.service.ts,imports,./supabase-auth.service,high
apps/server/src/core/auth/auth.middleware.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../prisma/prisma.service,high
apps/server/src/core/auth/auth.middleware.ts,apps/server/src/core/auth/admin-token.util.ts,imports,./admin-token.util,high
apps/server/src/core/auth/auth.middleware.ts,ioredis,imports-external,ioredis,high
apps/server/src/core/auth/auth.middleware.ts,apps/server/src/core/redis/redis.constants.ts,imports,../redis/redis.constants,high
apps/server/src/core/auth/auth.middleware.ts,apps/server/src/core/auth/supabase-auth.service.ts,injects,SupabaseAuthService,high
apps/server/src/core/auth/auth.middleware.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/core/auth/auth.middleware.ts,model:user,reads-model,user.findUnique(),high
apps/server/src/core/auth/auth.module.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/core/auth/auth.module.ts,apps/server/src/core/auth/supabase-auth.service.ts,imports,./supabase-auth.service,high
apps/server/src/core/auth/auth.module.ts,apps/server/src/core/auth/supabase-admin.service.ts,imports,./supabase-admin.service,high
apps/server/src/core/auth/auth.module.ts,apps/server/src/core/auth/auth.guard.ts,imports,./auth.guard,high
apps/server/src/core/auth/auth.module.ts,apps/server/src/core/auth/business.guard.ts,imports,./business.guard,high
apps/server/src/core/auth/auth.module.ts,apps/server/src/core/auth/optional-auth.guard.ts,imports,./optional-auth.guard,high
apps/server/src/core/auth/auth.module.ts,apps/server/src/core/auth/module-scope.guard.ts,imports,./module-scope.guard,high
apps/server/src/core/auth/business.guard.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/core/auth/business.guard.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../prisma/prisma.service,high
apps/server/src/core/auth/business.guard.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/core/auth/business.guard.ts,model:business,reads-model,business.findFirst(),high
apps/server/src/core/auth/genome-gate.guard.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/auth/genome-gate.guard.spec.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/core/auth/genome-gate.guard.spec.ts,apps/server/src/core/auth/genome-gate.guard.ts,imports,./genome-gate.guard,high
apps/server/src/core/auth/genome-gate.guard.spec.ts,apps/server/src/modules/blueprint/blueprint.service.ts,imports,../../modules/blueprint/blueprint.service,high
apps/server/src/core/auth/genome-gate.guard.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/core/auth/genome-gate.guard.ts,apps/server/src/modules/blueprint/blueprint.service.ts,imports,../../modules/blueprint/blueprint.service,high
apps/server/src/core/auth/genome-gate.guard.ts,apps/server/src/modules/blueprint/blueprint.types.ts,imports,../../modules/blueprint/blueprint.types,high
apps/server/src/core/auth/genome-gate.guard.ts,apps/server/src/modules/blueprint/blueprint.service.ts,injects,BlueprintService,high
apps/server/src/core/auth/module-scope.guard.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/core/auth/module-scope.guard.ts,@nestjs/core,imports-external,@nestjs/core,high
apps/server/src/core/auth/module-scope.guard.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../prisma/prisma.service,high
apps/server/src/core/auth/module-scope.guard.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/core/auth/module-scope.guard.ts,model:membership,reads-model,membership.findUnique(),high
apps/server/src/core/auth/optional-auth.guard.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/core/auth/public-surface.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/auth/public-surface.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/core/auth/public-surface.spec.ts,node:path,imports-external,node:path,high
apps/server/src/core/auth/supabase-admin.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/core/auth/supabase-admin.service.ts,@supabase/supabase-js,imports-external,@supabase/supabase-js,high
apps/server/src/core/auth/supabase-auth.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/core/auth/supabase-auth.service.ts,crypto,imports-external,crypto,high
apps/server/src/core/auth/supabase-auth.service.ts,@supabase/supabase-js,imports-external,@supabase/supabase-js,high
apps/server/src/core/auth/tenant-body-override.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/auth/tenant-body-override.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/core/auth/tenant-body-override.spec.ts,node:path,imports-external,node:path,high
apps/server/src/core/config/cast-call-integrity.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/config/cast-call-integrity.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/core/config/cast-call-integrity.spec.ts,node:path,imports-external,node:path,high
apps/server/src/core/config/doc-debt-ledger.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/config/doc-debt-ledger.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/core/config/doc-debt-ledger.spec.ts,node:path,imports-external,node:path,high
apps/server/src/core/config/env-documented.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/config/env-documented.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/core/config/env-documented.spec.ts,node:path,imports-external,node:path,high
apps/server/src/core/config/env.guard.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/config/env.guard.spec.ts,apps/server/src/core/config/env.ts,imports,./env,high
apps/server/src/core/config/env.ts,zod,imports-external,zod,high
apps/server/src/core/config/fixture-cleanup-integrity.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/config/fixture-cleanup-integrity.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/core/config/fixture-cleanup-integrity.spec.ts,node:path,imports-external,node:path,high
apps/server/src/core/config/gate-vacuity.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/config/gate-vacuity.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/core/config/gate-vacuity.spec.ts,node:path,imports-external,node:path,high
apps/server/src/core/config/route-parity-ledger.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/config/route-parity-ledger.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/core/config/route-parity-ledger.spec.ts,node:path,imports-external,node:path,high
apps/server/src/core/config/session-guard.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/config/session-guard.spec.ts,node:child_process,imports-external,node:child_process,high
apps/server/src/core/config/session-guard.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/core/config/session-guard.spec.ts,node:path,imports-external,node:path,high
apps/server/src/core/config/session-guard.spec.ts,node:os,imports-external,node:os,high
apps/server/src/core/config/test-config-coverage.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/config/test-config-coverage.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/core/config/test-config-coverage.spec.ts,node:path,imports-external,node:path,high
apps/server/src/core/config/test-coverage-gating.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/config/test-coverage-gating.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/core/config/test-coverage-gating.spec.ts,node:path,imports-external,node:path,high
apps/server/src/core/config/unreachable-provider.spec.ts,vitest,imports-external,vitest,high
apps/server/src/core/config/unreachable-provider.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/core/config/unreachable-provider.spec.ts,node:path,imports-external,node:path,high
apps/server/src/core/connectors/connector-activity.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/core/connectors/connector-activity.service.ts,@nestjs/event-emitter,imports-external,@nestjs/event-emitter,high
apps/server/src/core/connectors/connector-activity.service.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../prisma/prisma.service,high
apps/server/src/core/connectors/connector-activity.service.ts,apps/server/src/core/connectors/connector.interface.ts,imports,./connector.interface,high
apps/server/src/core/connectors/connector-activity.service.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/core/connectors/connector-activity.service.ts,connector.connected,listens,connector.connected,high
apps/server/src/core/connectors/connector-activity.service.ts,connector.disconnected,listens,connector.disconnected,high
apps/server/src/core/connectors/connector-activity.service.ts,connector.synced,listens,connector.synced,high
apps/server/src/core/connectors/connector-activity.service.ts,connector.error,listens,connector.error,high
apps/server/src/core/connectors/connector-activity.service.ts,model:connectorActivityLog,writes-model,connectorActivityLog.create(),high
apps/server/src/core/connectors/connector-activity.service.ts,model:connectorActivityLog,reads-model,connectorActivityLog.findMany(),high
apps/server/src/core/connectors/connector-credentials.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/core/connectors/connector-credentials.service.ts,crypto,imports-external,crypto,high
apps/server/src/core/connectors/connector-credentials.service.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../prisma/prisma.service,high
apps/server/src/core/connectors/connector-credentials.service.ts,apps/server/src/core/connectors/connector.interface.ts,imports,./connector.interface,high
apps/server/src/core/connectors/connector-credentials.service.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/core/connectors/connector-credentials.service.ts,model:connectorStatus,reads-model,connectorStatus.findUnique(),high
apps/server/src/core/connectors/connector-credentials.service.ts,model:connectorStatus,writes-model,connectorStatus.upsert(),high
